594,1,197.3991,-6.1999993,-240.8047
594,1,314.712,-0.19999257,-244.7133
594,1,258.5075,-0.19999239,-229.3051
594,1,-336.3837,-0.06867618,247.0582
594,1,-366.2917,-0.07812684,192.3603
594,1,301.596,-0.39061934,-303.2207
593,1,302.7638,-0.19999239,-256.1363
593,1,297.0463,-0.39061934,-296.3351
593,2,-367.8873,-0.20000002,201.9189
593,2,-299.7369,-0.2,257.25
593,1,-283.7413,-0.2,202.0356
593,1,-348.72913,-0.2,302.0961
561,1,-291.1757,1.0948801E-08,302.3187
561,1,373.2152,0,-341.69193
561,1,-302.4967,-3.110027E-09,303.7877
561,1,250.5583,0.099999994,-233.4358
561,1,-302.5519,-6.205389E-07,367.1608
561,1,-340.33572,0.19999824,352.1459
561,1,-404.42868,-4,359.67148
561,1,428.0928,2.6052067E-09,-353.97772
561,1,264.34988,0.1,-337.4562
561,1,262.0289,0.1,-336.5032
593,1,314.712,-0.19999257,-244.7133
593,1,-390.69952,5.926699,359.2076
593,1,412.01578,-5.6242957,-284.8051
593,2,316.0725,-0.0053867735,-355.9265
593,1,320.8775,-0.19999239,-352.6705
593,1,320.7055,-0.0781192,-354.1385
593,1,263.77658,-0.07811921,-347.49078
593,2,216.2538,-0.18281974,-342.1988
593,1,316.2985,-0.0781192,-353.9735
594,1,247.5863,-0.008154061,-225.64
594,2,-241.51979,-0.07812683,374.6366
594,1,-237.25479,0.32175094,369.9296
594,2,325.5545,7.629396E-06,-349.2455
594,1,-390.69952,5.926699,359.2076
594,1,-362.8576,-0.107259825,315.66992
594,2,-394.8085,6.372854,356.48962
594,2,-349.7554,-0.2,368.74118
595,2,314.712,-0.19999257,-244.7133
595,1,193.2998,-0.078119665,-295.25623
595,1,-300.6648,0.3220666,299.77393
595,1,-293.6519,-0.2,256.291
595,1,298.8978,-0.19999239,-259.0363
595,1,412.01578,-5.6242957,-284.8051
595,2,369.504,-0.19999239,-354.6829
595,1,-390.69952,5.926699,359.2076
595,2,-365.96158,-0.17609596,313.42392
595,1,-362.8576,-0.107259825,315.66992
595,1,-303.4678,0.11635104,298.3609
595,1,-291.3622,0.17185698,177.02591
596,1,321.2969,-0.22469053,-365.4024
596,1,-177.0977,3.7835243,317.6513
596,1,-228.6859,-0.1910557,317.5297
596,2,-295.4191,-0.1836727,349.1402
596,1,-379.9523,-0.43276158,305.1645
596,2,-177.49669,-5.96068E-08,248.8219
596,1,-231.84389,-0.0826657,309.1347
596,1,-239.57889,-0.4698652,239.6805
